auth_id,ACS - Student Loans,Amazon Order - Athletic Equipment,Amazon Order - Baby Crib,Amazon Order - Biology Book,Amazon Order - Mathematics Book,Amazon Order - Paint Bushes,Amazon Order - Paint Canvas,Amazon Order - Science Book,Amazon Order - Star Wars Figurine,Art Auction,Art Museum,Art's Art Supplies,Ashley's Craft Store,Athletic Apparel,"Babies ""R"" Us",Bank Fee - Negative Balance,Best Western Hotel,Bike Rental,Bowling,BuyBuyBaby.com,Cancun Beach Resort,Coffee,Comfort Inn,Concert Ticket,Credit Card Overdraft Fee,Credit Card Payment,DVD - Star Trek,Dick's Sporting Goods,Divorce Lawyer Fees,FedEx Shipping,Fisker Night Club,Food Delivery - GrubHub,Food Delivery - Uber Eats,GNC,Gas & Electric,Goods2 - ThinkGeek,Green Flash Brewery,Guitar Center,Hamilton Move & Storage,Home Depot,Hospital - Prenatal Care,Housing Rent,Housing Rent - Late Fee,Ice Skating Rink,Jerome's Furniture,John's Bar & Restaurant,Karaoke Bar,Kay Jewelry,Library Membership,Lyft,Mark's Movers,Mary's Book Store,Michael's Crafts,Movie Ticket,Music Lessons - Piano,NBA Ticket - Lakers,NFL Ticket - Chargers,Navient - Student Loans,Netflix Subscription,On Demand Movie,On Demand TV,Online Education Courses,Owl Night Club,Painting Course Fees,Paycheck,Pet Smart,Pet Supply - Cat Food,PlayStation Membership,Podcast Subscription,Public Transportation - Bus Pass,Public Transportation - Train Pass,Ralph's Grocery Store,Red Box DVD Rental,Refrigerator Depot,Restaurant - Burgers,Restaurant - Chinese,Restaurant - Pizza,Restaurant - Steakhouse,Rodriguez's Bar and Grill,Sam's Sporting Apparel,San Diego Museum,Science Museum,Seaside Bar,Southwest Flights - Cancun,Sprouts Market,Starbucks Coffee,Taxi,Time Warne Cable - Late Payment Fee,Time Warner Cable,Total Gym Fees,Uber,Video Game - PlayStation,Vitamin Shoppe,Von's Groceries,Water & Sewer,Water & Sewer - Late Payment Penalty,Wedding Planner,Whole Foods,Wine Bar,Wine Delivery
7299,-2700.0,0.0,-13.62,-2625.82,-2780.360000000001,0.0,0.0,-2239.1600000000003,-3144.1600000000008,0.0,-2572.2099999999996,0.0,0.0,0.0,-21.91,0.0,0.0,0.0,0.0,-31.83,-13.07,-2784.479999999999,0.0,0.0,0.0,-3080.0,-2658.1699999999996,0.0,0.0,0.0,0.0,-1363.88,0.0,0.0,-640.0,-3030.8999999999983,0.0,0.0,0.0,0.0,-20.19,-20747.0,0.0,0.0,0.0,0.0,0.0,-4.43,-2709.3700000000003,-2697.82,0.0,-3353.47,0.0,0.0,0.0,0.0,0.0,-3940.0,0.0,0.0,0.0,-2348.559999999999,0.0,0.0,64925.0,0.0,0.0,0.0,0.0,-2076.19,-2329.2200000000007,-1397.6300000000006,0.0,0.0,-1892.5000000000007,-1082.5899999999997,-1154.24,-1044.2800000000004,0.0,0.0,-3600.769999999999,-2820.8500000000017,0.0,-16.63,-1241.6600000000003,-1544.3999999999999,-1896.1299999999999,0.0,-500.0,0.0,-2202.6700000000005,-3039.1699999999987,0.0,-1329.18,-1060.0,0.0,-24.42,-1492.03,0.0,0.0
56930,0.0,0.0,-57.89,0.0,0.0,-3995.4699999999984,-5119.200000000002,0.0,0.0,-4332.619999999999,0.0,-3720.8499999999995,-4392.96,0.0,-89.02,0.0,0.0,0.0,0.0,-3.2,-39.31,0.0,0.0,0.0,0.0,-3080.0,0.0,0.0,0.0,-6.41,0.0,-1275.7099999999998,0.0,0.0,0.0,0.0,0.0,-3738.1199999999994,-24.1,-17.73,-13.87,-22051.0,0.0,0.0,-29.28,0.0,0.0,-37.93,0.0,-3203.88,-15.5,0.0,-4146.6,0.0,-4429.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4319.619999999997,10917.0,0.0,0.0,0.0,0.0,-2129.1099999999997,-2149.9500000000007,-1034.8499999999997,0.0,-94.14,-1194.6800000000003,-1345.5600000000002,-1424.8200000000006,-1098.6200000000001,0.0,0.0,0.0,0.0,0.0,-79.23,-1082.88,-765.5900000000001,-2645.8,0.0,-500.0,0.0,-2145.1499999999996,0.0,0.0,-1219.29,-1060.0,0.0,-13.57,-1714.9,0.0,0.0
15248,-2700.0,0.0,-30.86,-2739.090000000001,-2538.5299999999997,0.0,0.0,-2871.09,-2838.419999999999,0.0,-2971.2299999999996,0.0,0.0,0.0,-8.07,-810.7700000000001,0.0,0.0,0.0,-17.45,-7.03,-2200.9800000000005,0.0,0.0,-1824.1399999999999,-3080.0,-2220.2000000000003,0.0,0.0,-25.91,0.0,-574.93,0.0,0.0,0.0,-2817.769999999999,0.0,0.0,-66.52,-8.25,-91.83,-21364.0,-444.9700000000001,0.0,-33.02,0.0,0.0,-35.79,-3455.8500000000017,-2806.8500000000004,-12.85,-3050.05,0.0,0.0,0.0,0.0,0.0,-3940.0,0.0,0.0,0.0,-2085.6000000000013,0.0,0.0,44924.0,0.0,0.0,0.0,0.0,-2596.2600000000007,-3401.130000000001,-1175.4299999999998,0.0,-66.32,-1284.69,-1998.8100000000002,-1095.1299999999999,-1251.2900000000002,0.0,0.0,-2122.0600000000004,-3511.6300000000006,0.0,-20.28,-1398.9599999999996,-1068.0,-2790.0200000000004,-803.6000000000001,-500.0,0.0,-2794.8500000000013,-2125.6999999999994,0.0,-1349.6299999999997,-1060.0,-974.32,-11.74,-1112.6499999999999,0.0,0.0
54144,-2700.0,0.0,-18.59,0.0,0.0,-4135.209999999997,-4217.95,0.0,0.0,-3937.7700000000013,0.0,-4508.919999999997,-4135.989999999999,0.0,-24.82,0.0,0.0,0.0,0.0,-2.45,-30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.83,0.0,-1215.53,0.0,0.0,-640.0,0.0,0.0,-4603.240000000001,-80.38,-2.67,-87.47,-20187.0,0.0,0.0,-4.26,0.0,0.0,-14.62,0.0,-2219.33,-0.61,0.0,-3915.1599999999985,0.0,-3681.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4441.549999999999,44260.0,0.0,0.0,0.0,0.0,-2634.0300000000007,-2361.129999999999,-1036.78,0.0,-13.78,-1523.2699999999998,-1601.56,-1375.56,-1100.4399999999998,0.0,0.0,0.0,0.0,0.0,-31.52,-1313.13,-1515.9399999999998,-2516.9600000000005,0.0,0.0,0.0,-2977.0099999999998,0.0,0.0,-1376.59,-1060.0,0.0,-15.75,-1445.6,0.0,0.0
35187,-2700.0,-2692.3799999999997,-107.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4676.159999999995,-19.03,0.0,-61.07,-4295.779999999999,0.0,-34.87,-2.47,0.0,-15.26,0.0,0.0,-3080.0,0.0,-3729.3999999999996,-9.0,-31.75,0.0,-1604.5500000000002,0.0,-3750.089999999999,-640.0,0.0,0.0,0.0,-29.15,-20.81,-27.58,-19621.0,0.0,0.0,-9.14,0.0,0.0,-50.92,0.0,-2883.890000000001,-25.41,0.0,0.0,0.0,0.0,-3255.9500000000003,-4109.979999999999,-3940.0,0.0,0.0,0.0,0.0,0.0,0.0,77741.0,0.0,0.0,0.0,0.0,-2532.52,-2058.0,-1075.3400000000001,0.0,-24.3,-1313.2600000000002,-1420.4,-1097.4699999999998,-1040.7199999999998,0.0,-3936.219999999999,0.0,0.0,0.0,-17.66,-1039.4699999999998,-895.7100000000002,-2406.7799999999997,0.0,0.0,-3740.290000000001,-2475.5499999999997,0.0,-3814.1899999999987,-1254.8299999999997,-1060.0,0.0,-0.77,-1128.17,0.0,0.0
15241,0.0,0.0,-32.73,0.0,0.0,-4349.08,-4249.639999999999,0.0,0.0,-3374.189999999999,0.0,-4505.880000000001,-4803.669999999999,0.0,-111.8,0.0,0.0,0.0,0.0,-27.6,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.14,0.0,-1621.49,0.0,0.0,0.0,0.0,0.0,-4359.130000000001,-17.73,-2.96,-12.77,-20506.0,0.0,0.0,-0.77,0.0,0.0,-23.24,0.0,-2276.2199999999993,-34.75,0.0,-4119.789999999999,0.0,-4307.180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5278.120000000002,33003.0,0.0,0.0,0.0,0.0,-2101.8800000000006,-2578.21,-1129.7399999999998,0.0,-26.02,-1279.5400000000002,-640.27,-921.3700000000002,-759.64,0.0,0.0,0.0,0.0,0.0,-32.94,-940.8000000000002,-1362.7800000000002,-2647.35,0.0,0.0,0.0,-3393.3500000000017,0.0,0.0,-1498.9499999999996,-1060.0,0.0,-26.09,-1043.2800000000002,0.0,0.0
53897,0.0,0.0,-27.34,0.0,0.0,-3647.119999999998,-3236.150000000001,0.0,0.0,-4174.830000000003,0.0,-3856.3899999999985,-3740.4299999999985,0.0,-33.52,0.0,0.0,0.0,0.0,-31.64,-25.42,0.0,0.0,0.0,0.0,-3080.0,0.0,0.0,0.0,-26.74,0.0,-1078.62,0.0,0.0,-640.0,0.0,0.0,-5195.679999999999,-5.35,-13.02,-29.34,-20147.0,0.0,0.0,-29.71,0.0,0.0,-3.09,0.0,-2826.5499999999997,-35.0,0.0,-3472.3399999999997,0.0,-3644.890000000001,0.0,0.0,-3940.0,0.0,0.0,0.0,0.0,0.0,-3571.1600000000003,55420.0,0.0,0.0,0.0,0.0,-2757.0899999999992,-2504.75,-1267.7400000000002,0.0,-24.56,-1330.1299999999999,-1498.6700000000003,-1690.8200000000004,-1597.2199999999998,0.0,0.0,0.0,0.0,0.0,-7.97,-956.7299999999999,-1344.86,-2674.21,0.0,-500.0,0.0,-2869.230000000001,0.0,0.0,-1316.3700000000001,-1060.0,0.0,-1.57,-1067.49,0.0,0.0
98316,0.0,0.0,-4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.99,-439.5199999999999,-32.18,0.0,-2799.43,-16.1,-29.09,0.0,-25.14,-2746.8799999999987,-1582.2000000000003,-3080.0,0.0,0.0,-19.97,-30.83,-2903.6900000000005,-1328.7099999999998,0.0,0.0,-640.0,0.0,-3343.8100000000004,0.0,-38.43,-12.55,-9.7,-20782.0,-860.5799999999998,-3629.409999999999,-1.49,-3036.21,-3533.36,-12.02,0.0,-1848.8200000000002,-22.65,0.0,0.0,-2114.5299999999997,0.0,0.0,0.0,-3940.0,0.0,0.0,0.0,0.0,-2403.06,0.0,25068.0,0.0,0.0,0.0,0.0,-3047.869999999999,-3179.230000000001,-1029.5500000000002,0.0,-34.58,-1273.0700000000002,-853.6200000000001,-1145.6699999999996,-1141.8000000000004,-2598.1900000000005,0.0,0.0,0.0,-2861.1000000000004,-0.06,-1123.27,-1202.73,-2495.66,-397.08000000000004,0.0,0.0,-2306.6,0.0,0.0,-1580.1499999999999,-1060.0,-420.21999999999997,-29.5,-1449.8399999999997,-2796.119999999998,0.0
51974,0.0,0.0,-26.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.44,0.0,0.0,0.0,0.0,-10.41,-101.21,0.0,0.0,0.0,0.0,-3080.0,0.0,0.0,0.0,-62.2,0.0,-5335.229999999998,-4357.31,0.0,0.0,0.0,0.0,0.0,-8.5,-5.53,-39.85,-20486.0,0.0,0.0,-8.23,0.0,0.0,-39.83,0.0,-3074.2599999999993,-26.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4324.689999999998,-3534.42,0.0,0.0,0.0,35140.0,-4210.109999999998,-4797.69,-3741.92,-3138.0400000000013,-2121.0800000000004,-2768.1399999999994,-1572.1899999999996,-3754.970000000001,-34.31,-1328.6700000000005,-1542.1100000000001,-998.9099999999999,-1303.2999999999997,0.0,0.0,0.0,0.0,0.0,-54.51,-1063.73,-1275.7,-2676.579999999999,0.0,0.0,0.0,-2458.5299999999997,0.0,0.0,-1266.2499999999995,0.0,0.0,-110.21,-1328.1200000000001,0.0,-3868.02
52374,0.0,0.0,-27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.95,-667.88,-18.3,0.0,-2934.9899999999993,-10.46,-37.08,0.0,-5.52,-2536.91,-1449.85,0.0,0.0,0.0,-29.79,-7.96,-2673.71,-1580.11,0.0,0.0,0.0,0.0,-2302.2500000000005,0.0,-7.23,-1.59,-34.82,-21474.0,-631.7299999999999,-2627.710000000001,-17.45,-2284.2000000000007,-2647.0200000000004,-79.76,0.0,-2386.9700000000007,-18.25,0.0,0.0,-3485.3000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2936.1600000000008,0.0,63700.0,0.0,0.0,0.0,0.0,-2620.5699999999997,-2866.25,-1216.3299999999997,0.0,-26.81,-925.4700000000001,-1174.1299999999994,-1168.88,-1583.3599999999997,-2735.8299999999986,0.0,0.0,0.0,-2868.659999999999,-10.74,-1540.07,-1031.0200000000002,-2786.9799999999987,-688.79,-500.0,0.0,-2437.0499999999997,0.0,0.0,-1149.28,-1060.0,-572.85,-11.74,-1610.4800000000002,-3154.4900000000007,0.0
57199,-2700.0,0.0,-45.58,-2346.2899999999995,-3328.0899999999992,0.0,0.0,-3237.49,-2320.6100000000006,0.0,-3374.5000000000014,0.0,0.0,0.0,-108.57,0.0,0.0,0.0,0.0,-5.38,-15.34,-2702.4100000000008,0.0,0.0,0.0,-3080.0,-3175.5400000000004,0.0,0.0,-30.75,0.0,-1319.33,0.0,0.0,-640.0,-2693.7799999999993,0.0,0.0,-58.74,-25.41,-36.31,-21075.0,0.0,0.0,-24.49,0.0,0.0,-25.49,-2846.85,-2328.4900000000002,-34.11,-2729.879999999999,0.0,0.0,0.0,0.0,0.0,0.0,-99.79999999999998,0.0,0.0,-2815.02,0.0,0.0,43256.0,0.0,0.0,0.0,0.0,-2613.1700000000014,-2840.349999999999,-1417.9700000000005,0.0,-30.63,-1369.9300000000003,-1525.6099999999994,-1802.63,-1451.76,0.0,0.0,-2728.319999999999,-3536.2700000000004,0.0,-16.85,-1750.1100000000004,-1335.21,-2164.94,0.0,-500.0,0.0,-2816.7100000000005,-2769.680000000001,0.0,-1230.66,-1060.0,0.0,-30.5,-1437.15,0.0,0.0
